date,TAVG_origQcFlag,TAVG_origValue,TAVG_qaFlag,TAVG_qcFlag,TAVG_value,WTEQ_average,WTEQ_origQcFlag,WTEQ_origValue,WTEQ_qaFlag,WTEQ_qcFlag,WTEQ_value,CFS,unit_of_measure,status
1990-09-25,V,49.6,,V,49.6,0.1,E,0.0,,E,0.0,381,ft^3/s,Approved
1990-09-26,V,44.1,,V,44.1,0.2,V,0.0,,V,0.0,379,ft^3/s,Approved
1990-09-27,V,39.6,,V,39.6,0.2,E,0.0,,E,0.0,400,ft^3/s,Approved
1990-09-28,V,36.5,,V,36.5,0.1,E,0.0,,E,0.0,388,ft^3/s,Approved
1990-09-29,V,39.4,,V,39.4,0.1,V,0.0,,V,0.0,382,ft^3/s,Approved
1990-09-30,V,42.6,,V,42.6,0.1,E,0.0,,E,0.0,378,ft^3/s,Approved
1990-10-01,V,48.4,,V,48.4,0.2,E,0.0,,E,0.0,375,ft^3/s,Approved
1990-10-02,V,29.1,,V,29.1,0.2,E,0.0,,E,0.0,379,ft^3/s,Approved
1990-10-03,V,27.5,,V,27.5,0.3,V,0.0,,V,0.0,376,ft^3/s,Approved
1990-10-04,V,46.2,,V,46.2,0.4,E,0.0,,E,0.0,383,ft^3/s,Approved
1990-10-05,V,38.8,,V,38.8,0.5,V,0.2,,V,0.2,383,ft^3/s,Approved
1990-10-06,V,19.9,,V,19.9,0.6,V,0.4,,V,0.4,421,ft^3/s,Approved
1990-10-07,V,17.8,,V,17.8,0.7,V,0.3,,V,0.3,395,ft^3/s,Approved
1990-10-08,V,18.5,,V,18.5,0.7,V,0.3,,V,0.3,389,ft^3/s,Approved
1990-10-09,V,27.9,,V,27.9,0.8,E,0.3,,E,0.3,379,ft^3/s,Approved
1990-10-10,V,31.3,,V,31.3,0.8,V,0.7,,V,0.7,410,ft^3/s,Approved
1990-10-11,V,20.7,,V,20.7,1.0,E,0.8,,E,0.8,403,ft^3/s,Approved
1990-10-12,V,28.6,,V,28.6,1.1,V,0.8,,V,0.8,387,ft^3/s,Approved
1990-10-13,V,26.6,,V,26.6,1.1,E,1.0,,E,1.0,389,ft^3/s,Approved
1990-10-14,V,21.7,,V,21.7,1.2,V,1.0,,V,1.0,380,ft^3/s,Approved
1990-10-15,V,26.6,,V,26.6,1.3,V,1.2,,V,1.2,388,ft^3/s,Approved
1990-10-16,V,24.3,,V,24.3,1.3,E,1.9,,E,1.9,407,ft^3/s,Approved
1990-10-17,V,18.3,,V,18.3,1.4,E,1.9,,E,1.9,376,ft^3/s,Approved
1990-10-18,V,29.5,,V,29.5,1.4,V,2.1,,V,2.1,379,ft^3/s,Approved
1990-10-19,V,22.1,,V,22.1,1.6,V,2.5,,V,2.5,419,ft^3/s,Approved
1990-10-20,V,16.2,,V,16.2,1.7,V,2.4,,V,2.4,389,ft^3/s,Approved
1990-10-21,V,24.8,,V,24.8,1.8,V,2.7,,V,2.7,351,ft^3/s,Approved
1990-10-22,V,26.8,,V,26.8,1.8,V,2.5,,V,2.5,401,ft^3/s,Approved
1990-10-23,V,22.5,,V,22.5,1.9,V,2.5,,V,2.5,379,ft^3/s,Approved
1990-10-24,V,30.2,,V,30.2,2.0,V,2.7,,V,2.7,380,ft^3/s,Approved
1990-10-25,V,35.8,,V,35.8,2.1,V,2.7,,V,2.7,381,ft^3/s,Approved
1990-10-26,V,36.0,,V,36.0,2.1,V,2.6,,V,2.6,395,ft^3/s,Approved
1990-10-27,V,34.0,,V,34.0,2.2,E,2.6,,E,2.6,382,ft^3/s,Approved
1990-10-28,V,40.3,,V,40.3,2.3,V,2.6,,V,2.6,378,ft^3/s,Approved
1990-10-29,V,34.5,,V,34.5,2.4,V,2.6,,V,2.6,384,ft^3/s,Approved
1990-10-30,V,39.2,,V,39.2,2.5,V,2.6,,V,2.6,377,ft^3/s,Approved
1990-10-31,V,36.9,,V,36.9,2.6,V,2.8,,V,2.8,374,ft^3/s,Approved
1990-11-01,V,19.8,,V,19.8,2.8,V,2.8,,V,2.8,384,ft^3/s,Approved
1990-11-02,V,10.4,,V,10.4,2.9,V,2.8,,V,2.8,359,ft^3/s,Approved
1990-11-03,V,13.6,,V,13.6,3.0,V,3.1,,V,3.1,297,ft^3/s,Approved
1990-11-04,V,25.9,,V,25.9,3.2,V,3.7,,V,3.7,371,ft^3/s,Approved
1990-11-05,V,16.7,,V,16.7,3.3,V,4.0,,V,4.0,381,ft^3/s,Approved
1990-11-06,V,6.4,,V,6.4,3.4,E,4.0,,E,4.0,341,ft^3/s,Approved
1990-11-07,V,15.6,,V,15.6,3.5,V,4.1,,V,4.1,281,ft^3/s,Approved
1990-11-08,V,20.7,,V,20.7,3.7,V,4.1,,V,4.1,350,ft^3/s,Approved
1990-11-09,V,30.6,,V,30.6,3.8,V,4.3,,V,4.3,365,ft^3/s,Approved
1990-11-10,V,33.8,,V,33.8,3.8,V,4.2,,V,4.2,367,ft^3/s,Approved
1990-11-11,E,31.6,,E,31.6,4.0,E,4.2,,E,4.2,348,ft^3/s,Approved
1990-11-12,V,30.4,,V,30.4,4.1,V,4.2,,V,4.2,341,ft^3/s,Approved
1990-11-13,V,37.0,,V,37.0,4.2,E,4.3,,E,4.3,343,ft^3/s,Approved
1990-11-14,V,34.9,,V,34.9,4.4,E,4.3,,E,4.3,357,ft^3/s,Approved
1990-11-15,V,17.8,,V,17.8,4.5,E,4.3,,E,4.3,356,ft^3/s,Approved
1990-11-16,V,20.5,,V,20.5,4.6,V,4.3,,V,4.3,304,ft^3/s,Approved
1990-11-17,V,26.1,,V,26.1,4.7,V,4.3,,V,4.3,336,ft^3/s,Approved
1990-11-18,V,25.5,,V,25.5,4.8,V,4.4,,V,4.4,358,ft^3/s,Approved
1990-11-19,V,23.9,,V,23.9,4.9,V,4.5,,V,4.5,342,ft^3/s,Approved
1990-11-20,V,19.4,,V,19.4,5.0,V,4.9,,V,4.9,353,ft^3/s,Approved
1990-11-21,V,12.6,,V,12.6,5.1,V,5.1,,V,5.1,315,ft^3/s,Approved
1990-11-22,V,25.0,,V,25.0,5.2,V,5.2,,V,5.2,333,ft^3/s,Approved
1990-11-23,V,30.4,,V,30.4,5.3,V,5.3,,V,5.3,334,ft^3/s,Approved
1990-11-24,V,35.4,,V,35.4,5.4,V,5.3,,V,5.3,335,ft^3/s,Approved
1990-11-25,V,32.0,,V,32.0,5.6,V,5.5,,V,5.5,336,ft^3/s,Approved
1990-11-26,V,12.6,,V,12.6,5.8,V,5.6,,V,5.6,341,ft^3/s,Approved
1990-11-27,V,4.8,,V,4.8,5.9,V,5.7,,V,5.7,268,ft^3/s,Approved
1990-11-28,V,8.8,,V,8.8,6.0,V,5.7,,V,5.7,287,ft^3/s,Approved
1990-11-29,V,21.7,,V,21.7,6.1,V,5.9,,V,5.9,304,ft^3/s,Approved
1990-11-30,V,12.2,,V,12.2,6.3,V,6.0,,V,6.0,314,ft^3/s,Approved
1990-12-01,V,7.7,,V,7.7,6.4,V,6.2,,V,6.2,265,ft^3/s,Approved
1990-12-02,V,6.1,,V,6.1,6.6,V,6.2,,V,6.2,265,ft^3/s,Approved
1990-12-03,V,13.6,,V,13.6,6.8,V,6.3,,V,6.3,244,ft^3/s,Approved
1990-12-04,V,26.1,,V,26.1,6.9,V,6.4,,V,6.4,241,ft^3/s,Approved
1990-12-05,V,15.3,,V,15.3,6.9,V,6.3,,V,6.3,267,ft^3/s,Approved
1990-12-06,V,13.3,,V,13.3,7.0,V,6.3,,V,6.3,249,ft^3/s,Approved
1990-12-07,V,18.7,,V,18.7,7.1,V,6.3,,V,6.3,231,ft^3/s,Approved
1990-12-08,V,25.0,,V,25.0,7.2,V,6.4,,V,6.4,239,ft^3/s,Approved
1990-12-09,V,28.2,,V,28.2,7.2,V,6.5,,V,6.5,270,ft^3/s,Approved
1990-12-10,V,32.7,,V,32.7,7.4,V,6.6,,V,6.6,282,ft^3/s,Approved
1990-12-11,V,21.6,,V,21.6,7.4,V,7.0,,V,7.0,308,ft^3/s,Approved
1990-12-12,V,2.8,,V,2.8,7.5,V,6.9,,V,6.9,275,ft^3/s,Approved
1990-12-13,V,9.7,,V,9.7,7.6,V,7.1,,V,7.1,264,ft^3/s,Approved
1990-12-14,V,5.0,,V,5.0,7.8,V,7.1,,V,7.1,290,ft^3/s,Approved
1990-12-15,V,5.9,,V,5.9,7.9,V,7.1,,V,7.1,257,ft^3/s,Approved
1990-12-16,V,9.7,,V,9.7,8.0,V,7.1,,V,7.1,261,ft^3/s,Approved
1990-12-17,V,14.4,,V,14.4,8.1,V,7.3,,V,7.3,274,ft^3/s,Approved
1990-12-18,V,4.3,,V,4.3,8.2,E,7.6,,E,7.6,285,ft^3/s,Approved
1990-12-19,V,-32.8,,V,-32.8,8.3,V,7.6,,V,7.6,220,ft^3/s,Approved
1990-12-20,V,-37.3,,V,-37.3,8.4,V,7.6,,V,7.6,200,ft^3/s,Approved
1990-12-21,V,-34.4,,V,-34.4,8.5,V,7.6,,V,7.6,190,ft^3/s,Approved
1990-12-22,V,-23.1,,V,-23.1,8.7,V,7.7,,V,7.7,180,ft^3/s,Approved
1990-12-23,V,-4.2,,V,-4.2,8.7,V,7.9,,V,7.9,190,ft^3/s,Approved
1990-12-24,V,5.5,,V,5.5,8.9,V,8.3,,V,8.3,200,ft^3/s,Approved
1990-12-25,V,1.4,,V,1.4,9.0,V,8.5,,V,8.5,210,ft^3/s,Approved
1990-12-26,V,3.2,,V,3.2,9.0,V,8.7,,V,8.7,200,ft^3/s,Approved
1990-12-27,V,9.7,,V,9.7,9.1,V,8.7,,V,8.7,210,ft^3/s,Approved
1990-12-28,V,-22.2,,V,-22.2,9.2,V,8.7,,V,8.7,230,ft^3/s,Approved
1990-12-29,V,-26.7,,V,-26.7,9.4,V,8.7,,V,8.7,220,ft^3/s,Approved
1990-12-30,V,0.0,,V,0.0,9.6,V,9.0,,V,9.0,210,ft^3/s,Approved
1990-12-31,V,16.0,,V,16.0,9.8,E,9.1,,E,9.1,200,ft^3/s,Approved
1991-01-01,V,18.7,,V,18.7,9.9,V,9.1,,V,9.1,230,ft^3/s,Approved
1991-01-02,V,7.7,,V,7.7,10.0,V,9.1,,V,9.1,250,ft^3/s,Approved
1991-01-03,V,7.9,,V,7.9,10.1,V,9.1,,V,9.1,240,ft^3/s,Approved
1991-01-04,V,7.3,,V,7.3,10.2,V,9.1,,V,9.1,230,ft^3/s,Approved
1991-01-05,V,7.3,,V,7.3,10.3,V,9.1,,V,9.1,230,ft^3/s,Approved
1991-01-06,V,15.3,,V,15.3,10.4,V,9.3,,V,9.3,250,ft^3/s,Approved
1991-01-07,V,18.1,,V,18.1,10.6,V,9.4,,V,9.4,260,ft^3/s,Approved
1991-01-08,V,14.0,,V,14.0,10.7,V,9.4,,V,9.4,270,ft^3/s,Approved
1991-01-09,V,15.6,,V,15.6,10.8,V,9.4,,V,9.4,280,ft^3/s,Approved
1991-01-10,V,17.8,,V,17.8,11.0,V,9.5,,V,9.5,293,ft^3/s,Approved
1991-01-11,V,20.3,,V,20.3,11.2,V,9.6,,V,9.6,294,ft^3/s,Approved
1991-01-12,V,27.1,,V,27.1,11.2,V,9.7,,V,9.7,293,ft^3/s,Approved
1991-01-13,V,25.0,,V,25.0,11.3,V,9.7,,V,9.7,295,ft^3/s,Approved
1991-01-14,V,20.5,,V,20.5,11.4,V,9.8,,V,9.8,298,ft^3/s,Approved
1991-01-15,V,20.3,,V,20.3,11.5,V,10.5,,V,10.5,290,ft^3/s,Approved
1991-01-16,V,17.6,,V,17.6,11.6,V,10.7,,V,10.7,288,ft^3/s,Approved
1991-01-17,V,23.0,,V,23.0,11.8,V,11.0,,V,11.0,287,ft^3/s,Approved
1991-01-18,V,20.7,,V,20.7,11.9,V,11.3,,V,11.3,282,ft^3/s,Approved
1991-01-19,V,6.1,,V,6.1,12.0,V,11.3,,V,11.3,289,ft^3/s,Approved
1991-01-20,V,5.5,,V,5.5,12.1,V,11.3,,V,11.3,270,ft^3/s,Approved
1991-01-21,V,8.6,,V,8.6,12.2,V,11.4,,V,11.4,249,ft^3/s,Approved
1991-01-22,V,12.2,,V,12.2,12.3,V,11.8,,V,11.8,261,ft^3/s,Approved
1991-01-23,V,5.0,,V,5.0,12.4,V,11.9,,V,11.9,267,ft^3/s,Approved
1991-01-24,V,5.0,,V,5.0,12.5,V,12.2,,V,12.2,277,ft^3/s,Approved
1991-01-25,V,-3.6,,V,-3.6,12.6,V,12.3,,V,12.3,250,ft^3/s,Approved
1991-01-26,V,2.5,,V,2.5,12.7,V,12.6,,V,12.6,230,ft^3/s,Approved
1991-01-27,V,8.8,,V,8.8,12.9,V,12.9,,V,12.9,250,ft^3/s,Approved
1991-01-28,V,-7.1,,V,-7.1,12.9,V,12.9,,V,12.9,230,ft^3/s,Approved
1991-01-29,V,-2.0,,V,-2.0,13.0,V,13.0,,V,13.0,210,ft^3/s,Approved
1991-01-30,V,11.3,,V,11.3,13.2,V,13.1,,V,13.1,250,ft^3/s,Approved
1991-01-31,V,21.4,,V,21.4,13.3,V,13.2,,V,13.2,281,ft^3/s,Approved
1991-02-01,V,26.1,,V,26.1,13.4,V,13.2,,V,13.2,283,ft^3/s,Approved
1991-02-02,V,28.8,,V,28.8,13.5,V,13.3,,V,13.3,284,ft^3/s,Approved
1991-02-03,V,26.4,,V,26.4,13.6,E,13.3,,E,13.3,286,ft^3/s,Approved
1991-02-04,V,24.6,,V,24.6,13.7,V,13.3,,V,13.3,285,ft^3/s,Approved
1991-02-05,V,27.7,,V,27.7,13.8,V,13.3,,V,13.3,286,ft^3/s,Approved
1991-02-06,V,23.9,,V,23.9,13.9,V,13.0,,V,13.0,287,ft^3/s,Approved
1991-02-07,V,23.9,,V,23.9,14.0,V,12.9,,V,12.9,277,ft^3/s,Approved
1991-02-08,V,21.0,,V,21.0,14.2,E,12.9,,E,12.9,274,ft^3/s,Approved
1991-02-09,V,22.3,,V,22.3,14.3,V,12.9,,V,12.9,277,ft^3/s,Approved
1991-02-10,V,19.4,,V,19.4,14.4,V,12.9,,V,12.9,283,ft^3/s,Approved
1991-02-11,V,24.1,,V,24.1,14.5,V,13.0,,V,13.0,275,ft^3/s,Approved
1991-02-12,V,23.9,,V,23.9,14.6,E,13.1,,E,13.1,275,ft^3/s,Approved
1991-02-13,V,19.2,,V,19.2,14.7,V,13.2,,V,13.2,291,ft^3/s,Approved
1991-02-14,V,24.4,,V,24.4,14.9,V,13.5,,V,13.5,286,ft^3/s,Approved
1991-02-15,V,27.3,,V,27.3,15.0,V,13.6,,V,13.6,287,ft^3/s,Approved
1991-02-16,V,26.1,,V,26.1,15.2,V,14.4,,V,14.4,303,ft^3/s,Approved
1991-02-17,V,14.9,,V,14.9,15.4,V,14.7,,V,14.7,296,ft^3/s,Approved
1991-02-18,V,13.1,,V,13.1,15.5,V,14.9,,V,14.9,282,ft^3/s,Approved
1991-02-19,V,22.5,,V,22.5,15.6,V,15.1,,V,15.1,267,ft^3/s,Approved
1991-02-20,V,26.4,,V,26.4,15.7,V,15.1,,V,15.1,271,ft^3/s,Approved
1991-02-21,V,24.6,,V,24.6,15.9,V,15.1,,V,15.1,286,ft^3/s,Approved
1991-02-22,V,26.4,,V,26.4,16.1,V,15.1,,V,15.1,286,ft^3/s,Approved
1991-02-23,V,16.3,,V,16.3,16.2,V,15.4,,V,15.4,283,ft^3/s,Approved
1991-02-24,V,8.6,,V,8.6,16.3,V,15.4,,V,15.4,280,ft^3/s,Approved
1991-02-25,V,11.8,,V,11.8,16.5,E,15.5,,E,15.5,268,ft^3/s,Approved
1991-02-26,V,11.1,,V,11.1,16.6,V,15.5,,V,15.5,257,ft^3/s,Approved
1991-02-27,V,15.6,,V,15.6,16.8,V,15.5,,V,15.5,257,ft^3/s,Approved
1991-02-28,V,19.4,,V,19.4,16.9,V,15.6,,V,15.6,261,ft^3/s,Approved
1991-03-01,V,18.1,,V,18.1,17.0,V,15.6,,V,15.6,250,ft^3/s,Approved
1991-03-02,V,25.0,,V,25.0,17.1,V,15.7,,V,15.7,230,ft^3/s,Approved
1991-03-03,V,23.5,,V,23.5,17.2,V,15.8,,V,15.8,260,ft^3/s,Approved
1991-03-04,V,27.5,,V,27.5,17.4,V,16.3,,V,16.3,269,ft^3/s,Approved
1991-03-05,V,13.3,,V,13.3,17.5,E,17.2,,E,17.2,287,ft^3/s,Approved
1991-03-06,V,6.3,,V,6.3,17.6,V,17.3,,V,17.3,254,ft^3/s,Approved
1991-03-07,V,9.9,,V,9.9,17.7,V,17.6,,V,17.6,242,ft^3/s,Approved
1991-03-08,V,12.0,,V,12.0,17.9,E,17.9,,E,17.9,256,ft^3/s,Approved
1991-03-09,V,18.5,,V,18.5,17.9,V,17.9,,V,17.9,254,ft^3/s,Approved
1991-03-10,V,24.8,,V,24.8,18.1,V,18.2,,V,18.2,260,ft^3/s,Approved
1991-03-11,V,13.8,,V,13.8,18.2,E,18.8,,E,18.8,280,ft^3/s,Approved
1991-03-12,V,13.3,,V,13.3,18.3,E,18.8,,E,18.8,258,ft^3/s,Approved
1991-03-13,V,18.3,,V,18.3,18.3,V,18.8,,V,18.8,264,ft^3/s,Approved
1991-03-14,V,18.9,,V,18.9,18.5,E,18.8,,E,18.8,268,ft^3/s,Approved
1991-03-15,V,13.8,,V,13.8,18.6,V,18.8,,V,18.8,270,ft^3/s,Approved
1991-03-16,V,16.3,,V,16.3,18.7,V,18.8,,V,18.8,270,ft^3/s,Approved
1991-03-17,V,16.7,,V,16.7,19.1,V,19.0,,V,19.0,269,ft^3/s,Approved
1991-03-18,V,20.5,,V,20.5,19.2,V,19.1,,V,19.1,263,ft^3/s,Approved
1991-03-19,V,28.4,,V,28.4,19.3,V,19.1,,V,19.1,272,ft^3/s,Approved
1991-03-20,V,24.1,,V,24.1,19.5,V,19.4,,V,19.4,282,ft^3/s,Approved
1991-03-21,V,22.1,,V,22.1,19.5,V,19.6,,V,19.6,277,ft^3/s,Approved
1991-03-22,V,19.0,,V,19.0,19.7,V,19.6,,V,19.6,271,ft^3/s,Approved
1991-03-23,V,20.3,,V,20.3,19.8,V,19.9,,V,19.9,268,ft^3/s,Approved
1991-03-24,V,21.0,,V,21.0,20.0,V,19.9,,V,19.9,268,ft^3/s,Approved
1991-03-25,V,21.0,,V,21.0,20.1,E,20.3,,E,20.3,265,ft^3/s,Approved
1991-03-26,V,15.1,,V,15.1,20.3,E,20.3,,E,20.3,270,ft^3/s,Approved
1991-03-27,V,15.1,,V,15.1,20.5,V,20.3,,V,20.3,261,ft^3/s,Approved
1991-03-28,V,18.5,,V,18.5,20.8,V,20.7,,V,20.7,257,ft^3/s,Approved
1991-03-29,V,15.4,,V,15.4,21.0,V,21.0,,V,21.0,263,ft^3/s,Approved
1991-03-30,V,19.4,,V,19.4,21.2,V,21.1,,V,21.1,256,ft^3/s,Approved
1991-03-31,V,27.5,,V,27.5,21.4,V,21.1,,V,21.1,272,ft^3/s,Approved
1991-04-01,V,30.9,,V,30.9,21.5,V,21.1,,V,21.1,296,ft^3/s,Approved
1991-04-02,V,29.7,,V,29.7,21.7,V,21.5,,V,21.5,308,ft^3/s,Approved
1991-04-03,V,27.7,,V,27.7,21.8,V,21.5,,V,21.5,331,ft^3/s,Approved
1991-04-04,V,34.9,,V,34.9,22.0,V,21.5,,V,21.5,321,ft^3/s,Approved
1991-04-05,V,39.2,,V,39.2,22.2,V,21.5,,V,21.5,378,ft^3/s,Approved
1991-04-06,E,32.0,,E,32.0,22.4,E,22.6,,E,22.6,435,ft^3/s,Approved
1991-04-07,V,18.7,,V,18.7,22.6,V,23.2,,V,23.2,415,ft^3/s,Approved
1991-04-08,V,14.4,,V,14.4,22.8,E,23.5,,E,23.5,347,ft^3/s,Approved
1991-04-09,V,20.3,,V,20.3,23.0,V,24.0,,V,24.0,318,ft^3/s,Approved
1991-04-10,V,13.8,,V,13.8,23.1,V,24.3,,V,24.3,324,ft^3/s,Approved
1991-04-11,V,15.6,,V,15.6,23.3,V,25.9,,V,25.9,310,ft^3/s,Approved
1991-04-12,V,14.5,,V,14.5,23.5,V,27.0,,V,27.0,300,ft^3/s,Approved
1991-04-13,V,15.8,,V,15.8,23.6,V,27.3,,V,27.3,295,ft^3/s,Approved
1991-04-14,V,22.3,,V,22.3,23.9,V,27.4,,V,27.4,297,ft^3/s,Approved
1991-04-15,V,20.5,,V,20.5,24.2,V,28.0,,V,28.0,298,ft^3/s,Approved
1991-04-16,V,21.4,,V,21.4,24.2,V,28.4,,V,28.4,303,ft^3/s,Approved
1991-04-17,V,22.8,,V,22.8,24.4,V,28.5,,V,28.5,297,ft^3/s,Approved
1991-04-18,V,22.1,,V,22.1,24.7,V,29.0,,V,29.0,293,ft^3/s,Approved
1991-04-19,V,23.0,,V,23.0,24.8,V,29.0,,V,29.0,293,ft^3/s,Approved
1991-04-20,V,26.4,,V,26.4,24.9,V,29.0,,V,29.0,299,ft^3/s,Approved
1991-04-21,V,27.7,,V,27.7,25.0,V,28.9,,V,28.9,335,ft^3/s,Approved
1991-04-22,V,29.1,,V,29.1,25.1,V,28.8,,V,28.8,384,ft^3/s,Approved
1991-04-23,V,31.6,,V,31.6,25.2,V,28.7,,V,28.7,431,ft^3/s,Approved
1991-04-24,V,32.9,,V,32.9,25.3,V,28.7,,V,28.7,461,ft^3/s,Approved
1991-04-25,V,21.7,,V,21.7,25.5,V,29.0,,V,29.0,484,ft^3/s,Approved
1991-04-26,V,18.1,,V,18.1,25.6,V,29.5,,V,29.5,430,ft^3/s,Approved
1991-04-27,V,16.5,,V,16.5,25.8,V,30.4,,V,30.4,386,ft^3/s,Approved
1991-04-28,V,21.2,,V,21.2,25.9,V,30.9,,V,30.9,371,ft^3/s,Approved
1991-04-29,V,19.8,,V,19.8,26.0,V,31.4,,V,31.4,357,ft^3/s,Approved
1991-04-30,V,19.2,,V,19.2,26.2,V,31.6,,V,31.6,350,ft^3/s,Approved
1991-05-01,V,20.7,,V,20.7,26.2,V,31.9,,V,31.9,337,ft^3/s,Approved
1991-05-02,V,19.0,,V,19.0,26.2,V,32.1,,V,32.1,357,ft^3/s,Approved
1991-05-03,V,18.5,,V,18.5,26.1,E,32.4,,E,32.4,346,ft^3/s,Approved
1991-05-04,V,21.7,,V,21.7,26.0,V,32.6,,V,32.6,337,ft^3/s,Approved
1991-05-05,V,26.6,,V,26.6,25.9,V,32.7,,V,32.7,335,ft^3/s,Approved
1991-05-06,V,32.0,,V,32.0,25.9,V,33.0,,V,33.0,372,ft^3/s,Approved
1991-05-07,V,33.4,,V,33.4,25.8,V,32.9,,V,32.9,460,ft^3/s,Approved
1991-05-08,V,36.5,,V,36.5,25.7,V,33.3,,V,33.3,601,ft^3/s,Approved
1991-05-09,V,26.2,,V,26.2,25.8,V,34.3,,V,34.3,890,ft^3/s,Approved
1991-05-10,V,28.2,,V,28.2,25.7,V,35.0,,V,35.0,732,ft^3/s,Approved
1991-05-11,E,32.0,,E,32.0,25.6,E,35.6,,E,35.6,770,ft^3/s,Approved
1991-05-12,V,30.4,,V,30.4,25.5,V,35.4,,V,35.4,949,ft^3/s,Approved
1991-05-13,V,37.0,,V,37.0,25.2,V,34.9,,V,34.9,926,ft^3/s,Approved
1991-05-14,V,32.0,,V,32.0,24.9,V,35.4,,V,35.4,1190,ft^3/s,Approved
1991-05-15,V,30.9,,V,30.9,24.5,V,35.6,,V,35.6,1420,ft^3/s,Approved
1991-05-16,V,37.4,,V,37.4,24.3,V,35.2,,V,35.2,1460,ft^3/s,Approved
1991-05-17,V,40.6,,V,40.6,24.1,V,35.7,,V,35.7,1890,ft^3/s,Approved
1991-05-18,V,35.6,,V,35.6,23.8,V,35.3,,V,35.3,2830,ft^3/s,Approved
1991-05-19,V,39.2,,V,39.2,23.4,V,34.4,,V,34.4,2800,ft^3/s,Approved
1991-05-20,V,40.1,,V,40.1,23.1,V,33.6,,V,33.6,2940,ft^3/s,Approved
1991-05-21,V,39.2,,V,39.2,22.8,V,32.8,,V,32.8,3300,ft^3/s,Approved
1991-05-22,V,39.2,,V,39.2,22.6,V,31.8,,V,31.8,3540,ft^3/s,Approved
1991-05-23,V,37.0,,V,37.0,22.3,V,31.2,,V,31.2,3880,ft^3/s,Approved
1991-05-24,V,39.2,,V,39.2,22.0,V,30.2,,V,30.2,4060,ft^3/s,Approved
1991-05-25,V,36.0,,V,36.0,21.6,V,30.3,,V,30.3,4530,ft^3/s,Approved
1991-05-26,V,27.9,,V,27.9,21.2,V,30.3,,V,30.3,4520,ft^3/s,Approved
1991-05-27,V,30.7,,V,30.7,20.7,V,30.3,,V,30.3,3460,ft^3/s,Approved
1991-05-28,V,33.1,,V,33.1,20.2,V,29.8,,V,29.8,2890,ft^3/s,Approved
1991-05-29,V,35.1,,V,35.1,19.7,V,29.4,,V,29.4,2670,ft^3/s,Approved
1991-05-30,V,33.6,,V,33.6,19.2,V,30.1,,V,30.1,2570,ft^3/s,Approved
1991-05-31,V,32.4,,V,32.4,18.6,V,30.2,,V,30.2,2750,ft^3/s,Approved
1991-06-01,V,37.9,,V,37.9,18.0,V,29.7,,V,29.7,2760,ft^3/s,Approved
1991-06-02,V,38.1,,V,38.1,17.3,V,29.1,,V,29.1,3650,ft^3/s,Approved
1991-06-03,V,39.0,,V,39.0,16.6,V,28.3,,V,28.3,4950,ft^3/s,Approved
1991-06-04,V,37.8,,V,37.8,15.8,V,27.4,,V,27.4,5380,ft^3/s,Approved
1991-06-05,V,39.0,,V,39.0,15.0,V,26.2,,V,26.2,7240,ft^3/s,Approved
1991-06-06,V,41.2,,V,41.2,14.4,V,25.1,,V,25.1,6840,ft^3/s,Approved
1991-06-07,V,42.3,,V,42.3,13.8,V,23.3,,V,23.3,6270,ft^3/s,Approved
1991-06-08,V,36.1,,V,36.1,13.3,V,22.4,,V,22.4,5800,ft^3/s,Approved
1991-06-09,V,39.4,,V,39.4,12.8,V,20.8,,V,20.8,5180,ft^3/s,Approved
1991-06-10,V,41.9,,V,41.9,12.3,V,19.1,,V,19.1,5180,ft^3/s,Approved
1991-06-11,V,44.1,,V,44.1,11.9,V,17.7,,V,17.7,5560,ft^3/s,Approved
1991-06-12,V,42.3,,V,42.3,11.3,V,16.4,,V,16.4,5980,ft^3/s,Approved
1991-06-13,V,39.0,,V,39.0,10.7,V,15.7,,V,15.7,5420,ft^3/s,Approved
1991-06-14,V,30.2,,V,30.2,10.1,V,15.9,,V,15.9,4630,ft^3/s,Approved
1991-06-15,V,38.7,,V,38.7,9.5,V,14.6,,V,14.6,3660,ft^3/s,Approved
1991-06-16,V,43.5,,V,43.5,8.8,V,13.0,,V,13.0,3420,ft^3/s,Approved
1991-06-17,V,38.8,,V,38.8,8.2,V,11.6,,V,11.6,3450,ft^3/s,Approved
1991-06-18,V,39.0,,V,39.0,7.5,V,10.7,,V,10.7,3270,ft^3/s,Approved
1991-06-19,V,45.0,,V,45.0,6.9,V,9.1,,V,9.1,3260,ft^3/s,Approved
1991-06-20,V,44.4,,V,44.4,6.2,V,7.6,,V,7.6,3400,ft^3/s,Approved
1991-06-21,V,40.5,,V,40.5,5.5,V,6.6,,V,6.6,3270,ft^3/s,Approved
1991-06-22,V,39.4,,V,39.4,5.0,V,5.8,,V,5.8,3090,ft^3/s,Approved
1991-06-23,V,40.5,,V,40.5,4.4,V,4.7,,V,4.7,2870,ft^3/s,Approved
1991-06-24,V,39.2,,V,39.2,3.9,V,3.9,,V,3.9,2700,ft^3/s,Approved
1991-06-25,V,37.0,,V,37.0,3.4,V,3.0,,V,3.0,2630,ft^3/s,Approved
1991-06-26,V,34.7,,V,34.7,2.9,V,2.7,,V,2.7,2430,ft^3/s,Approved
1991-06-27,V,39.2,,V,39.2,2.5,V,1.7,,V,1.7,2300,ft^3/s,Approved
